"tradetype","districtofficecode","districtofficename","countryoforigin","countryoforiginname","countryofdestination","countryofdestinationname","tariff","statisticalunit","transportcode","transportcodedescription","yearmonth","calendaryear","tariffanddescription","statisticalquantity","customsvalue","worldregion"
"Imports","DBN","Durban","GB","United Kingdom","ZA","South Africa","18062010","KG","01","Maritime","201302","2013","18062010 - Chocolate and sugar confectionery containing cocoa","2768.82","309190","EUROPE"
"Imports","DBN","Durban","CN","China","ZA","South Africa","18062010","KG","01","Maritime","201302","2013","18062010 - Chocolate and sugar confectionery containing cocoa","5717.69","95345","ASIA"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201302","2013","18062010 - Chocolate and sugar confectionery containing cocoa","66600","1954891","ASIA"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201302","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1800","76513","EUROPE"
"Imports","DBN","Durban","ES","Spain","ZA","South Africa","18062010","KG","01","Maritime","201302","2013","18062010 - Chocolate and sugar confectionery containing cocoa","3800","122482","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201302","2013","18062010 - Chocolate and sugar confectionery containing cocoa","40888.5","1780150","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","04","Air","201302","2013","18062010 - Chocolate and sugar confectionery containing cocoa","0.2","58","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","HU","Hungary","ZA","South Africa","18062010","KG","04","Air","201302","2013","18062010 - Chocolate and sugar confectionery containing cocoa","7926","896156","EUROPE"
"Imports","OSH","Oshoek","SZ","Swaziland","ZA","South Africa","18062010","KG","03","Road","201302","2013","18062010 - Chocolate and sugar confectionery containing cocoa","156.87","5922","AFRICA"
"Imports","KFN","Kopfontein","ZA","South Africa","ZA","South Africa","18062010","KG","03","Road","201302","2013","18062010 - Chocolate and sugar confectionery containing cocoa","10","185","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","NZ","New Zealand","ZA","South Africa","18062010","KG","04","Air","201302","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1","388","OCEANIA"
"Imports","LBA","King Shaka Int Airport","SG","Singapore","ZA","South Africa","18062010","KG","04","Air","201302","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1200","50546","ASIA"
"Imports","LBA","King Shaka Int Airport","US","United States","ZA","South Africa","18062010","KG","04","Air","201303","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1.92","5","AMERICA"
"Imports","LBA","King Shaka Int Airport","SG","Singapore","ZA","South Africa","18062010","KG","04","Air","201303","2013","18062010 - Chocolate and sugar confectionery containing cocoa","2000","44318","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","US","United States","ZA","South Africa","18062010","KG","04","Air","201303","2013","18062010 - Chocolate and sugar confectionery containing cocoa","0.2","9","AMERICA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201303","2013","18062010 - Chocolate and sugar confectionery containing cocoa","60","1005","AFRICA"
"Imports","LBA","King Shaka Int Airport","AE","United Arab Emirates","ZA","South Africa","18062010","KG","04","Air","201303","2013","18062010 - Chocolate and sugar confectionery containing cocoa","18.5","242","ASIA"
"Imports","JHB","Johannesburg","NL","Netherlands","ZA","South Africa","18062010","KG","01","Maritime","201303","2013","18062010 - Chocolate and sugar confectionery containing cocoa","120","1672","EUROPE"
"Imports","JHB","Johannesburg","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201303","2013","18062010 - Chocolate and sugar confectionery containing cocoa","5600","229182","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201303","2013","18062010 - Chocolate and sugar confectionery containing cocoa","253600","7113487","ASIA"
"Imports","JHB","Johannesburg","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201303","2013","18062010 - Chocolate and sugar confectionery containing cocoa","336.29","17880","EUROPE"
"Imports","DBN","Durban","MY","Malaysia","ZA","South Africa","18062010","KG","01","Maritime","201303","2013","18062010 - Chocolate and sugar confectionery containing cocoa","12000","305409","ASIA"
"Imports","DBN","Durban","SA","Saudi Arabia","ZA","South Africa","18062010","KG","01","Maritime","201303","2013","18062010 - Chocolate and sugar confectionery containing cocoa","200","17325","ASIA"
"Imports","CTN","Cape Town","GB","United Kingdom","ZA","South Africa","18062010","KG","01","Maritime","201303","2013","18062010 - Chocolate and sugar confectionery containing cocoa","4265.08","227307","EUROPE"
"Imports","DBN","Durban","CN","China","ZA","South Africa","18062010","KG","01","Maritime","201303","2013","18062010 - Chocolate and sugar confectionery containing cocoa","258.06","8152","ASIA"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201303","2013","18062010 - Chocolate and sugar confectionery containing cocoa","151434.24","4729178","EUROPE"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201303","2013","18062010 - Chocolate and sugar confectionery containing cocoa","9600","415670","EUROPE"
"Imports","CTN","Cape Town","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201304","2013","18062010 - Chocolate and sugar confectionery containing cocoa","300","19517","EUROPE"
"Imports","DBN","Durban","ES","Spain","ZA","South Africa","18062010","KG","01","Maritime","201304","2013","18062010 - Chocolate and sugar confectionery containing cocoa","3121.8","99104","EUROPE"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201304","2013","18062010 - Chocolate and sugar confectionery containing cocoa","85620","2731880","EUROPE"
"Imports","CTN","Cape Town","FR","France","ZA","South Africa","18062010","KG","01","Maritime","201304","2013","18062010 - Chocolate and sugar confectionery containing cocoa","7268","698000","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201304","2013","18062010 - Chocolate and sugar confectionery containing cocoa","4000","146342","ASIA"
"Imports","DFM","Cape Town Int Airport","FR","France","ZA","South Africa","18062010","KG","04","Air","201304","2013","18062010 - Chocolate and sugar confectionery containing cocoa","157","15761","EUROPE"
"Imports","DBN","Durban","MY","Malaysia","ZA","South Africa","18062010","KG","01","Maritime","201304","2013","18062010 - Chocolate and sugar confectionery containing cocoa","12000","308428","ASIA"
"Imports","DBN","Durban","PL","Poland","ZA","South Africa","18062010","KG","01","Maritime","201304","2013","18062010 - Chocolate and sugar confectionery containing cocoa","5716","196635","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","IT","Italy","ZA","South Africa","18062010","KG","04","Air","201304","2013","18062010 - Chocolate and sugar confectionery containing cocoa","104","4125","EUROPE"
"Imports","MSB","Maseru Bridge","LS","Lesotho","ZA","South Africa","18062010","KG","03","Road","201304","2013","18062010 - Chocolate and sugar confectionery containing cocoa","19.33","380","AFRICA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","03","Road","201304","2013","18062010 - Chocolate and sugar confectionery containing cocoa","639.31","14951","AFRICA"
"Imports","JSA","O.R. Tambo Int Airport","NZ","New Zealand","ZA","South Africa","18062010","KG","04","Air","201304","2013","18062010 - Chocolate and sugar confectionery containing cocoa","1","153","OCEANIA"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","01","Maritime","201302","2013","18062010 - Chocolate and sugar confectionery containing cocoa","2000","28491","AMERICA"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201201","2012","18062010 - Chocolate and sugar confectionery containing cocoa","37280","1021657","EUROPE"
"Imports","BFN","Bloemfontein","HK","Hong Kong","ZA","South Africa","18062010","KG","04","Air","201201","2012","18062010 - Chocolate and sugar confectionery containing cocoa","10.5","41","ASIA"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201201","2012","18062010 - Chocolate and sugar confectionery containing cocoa","8562","423492","EUROPE"
"Imports","DBN","Durban","IT","Italy","ZA","South Africa","18062010","KG","01","Maritime","201201","2012","18062010 - Chocolate and sugar confectionery containing cocoa","5","902","EUROPE"
"Imports","DBN","Durban","ES","Spain","ZA","South Africa","18062010","KG","01","Maritime","201201","2012","18062010 - Chocolate and sugar confectionery containing cocoa","40","1377","EUROPE"
"Imports","DFM","Cape Town Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","04","Air","201201","2012","18062010 - Chocolate and sugar confectionery containing cocoa","26","625","EUROPE"
"Imports","JHB","Johannesburg","US","United States","ZA","South Africa","18062010","KG","01","Maritime","201201","2012","18062010 - Chocolate and sugar confectionery containing cocoa","14186","670444","AMERICA"
"Imports","JSA","O.R. Tambo Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201201","2012","18062010 - Chocolate and sugar confectionery containing cocoa","3286","91558","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","FR","France","ZA","South Africa","18062010","KG","04","Air","201201","2012","18062010 - Chocolate and sugar confectionery containing cocoa","0.5","785","EUROPE"
"Imports","CTN","Cape Town","FR","France","ZA","South Africa","18062010","KG","01","Maritime","201201","2012","18062010 - Chocolate and sugar confectionery containing cocoa","2171.81","216148","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","US","United States","ZA","South Africa","18062010","KG","04","Air","201201","2012","18062010 - Chocolate and sugar confectionery containing cocoa","2.5","170","AMERICA"
"Imports","JSA","O.R. Tambo Int Airport","NL","Netherlands","ZA","South Africa","18062010","KG","04","Air","201201","2012","18062010 - Chocolate and sugar confectionery containing cocoa","91","549","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201201","2012","18062010 - Chocolate and sugar confectionery containing cocoa","62950","1848029","ASIA"
"Imports","CTN","Cape Town","ES","Spain","ZA","South Africa","18062010","KG","01","Maritime","201202","2012","18062010 - Chocolate and sugar confectionery containing cocoa","7200","166024","EUROPE"
"Imports","CTN","Cape Town","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201202","2012","18062010 - Chocolate and sugar confectionery containing cocoa","4234.78","157371","EUROPE"
"Imports","BFN","Bloemfontein","HK","Hong Kong","ZA","South Africa","18062010","KG","04","Air","201202","2012","18062010 - Chocolate and sugar confectionery containing cocoa","12","893","ASIA"
"Imports","JSA","O.R. Tambo Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","04","Air","201201","2012","18062010 - Chocolate and sugar confectionery containing cocoa","0.3","177","EUROPE"
"Imports","CTN","Cape Town","BR","Brazil","ZA","South Africa","18062010","KG","01","Maritime","201202","2012","18062010 - Chocolate and sugar confectionery containing cocoa","5379.43","67078","AMERICA"
"Imports","KFN","Kopfontein","BW","Botswana","ZA","South Africa","18062010","KG","00","Transport mode not specified (Unknown - Other)","201201","2012","18062010 - Chocolate and sugar confectionery containing cocoa","20298.79","273048","AFRICA"
"Imports","DBN","Durban","CH","Switzerland","ZA","South Africa","18062010","KG","01","Maritime","201202","2012","18062010 - Chocolate and sugar confectionery containing cocoa","3991.5","270423","EUROPE"
"Imports","DBN","Durban","SG","Singapore","ZA","South Africa","18062010","KG","01","Maritime","201202","2012","18062010 - Chocolate and sugar confectionery containing cocoa","59000","1503088","ASIA"
"Imports","DBN","Durban","BE","Belgium","ZA","South Africa","18062010","KG","01","Maritime","201202","2012","18062010 - Chocolate and sugar confectionery containing cocoa","55884","1429533","EUROPE"
"Imports","DBN","Durban","NL","Netherlands","ZA","South Africa","18062010","KG","01","Maritime","201202","2012","18062010 - Chocolate and sugar confectionery containing cocoa","14.4","535","EUROPE"
"Imports","DFM","Cape Town Int Airport","FR","France","ZA","South Africa","18062010","KG","04","Air","201202","2012","18062010 - Chocolate and sugar confectionery containing cocoa","15.79","1696","EUROPE"
"Imports","DFM","Cape Town Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","04","Air","201202","2012","18062010 - Chocolate and sugar confectionery containing cocoa","2.5","186","EUROPE"
"Imports","DBN","Durban","GB","United Kingdom","ZA","South Africa","18062010","KG","01","Maritime","201202","2012","18062010 - Chocolate and sugar confectionery containing cocoa","6516.3","432750","EUROPE"
"Imports","DFM","Cape Town Int Airport","BE","Belgium","ZA","South Africa","18062010","KG","04","Air","201202","2012","18062010 - Chocolate and sugar confectionery containing cocoa","40","15405","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","GB","United Kingdom","ZA","South Africa","18062010","KG","04","Air","201202","2012","18062010 - Chocolate and sugar confectionery containing cocoa","5","1294","EUROPE"
"Imports","JSA","O.R. Tambo Int Airport","US","United States","ZA","South Africa","18062010","KG","04","Air","201202","2012","18062010 - Chocolate and sugar confectionery containing cocoa","1","23","AMERICA"
